customer,total_order
e13e8b789e5a8e6fe1445f924a4ed4f6,3
e12f7f1e96f1f9f6361572028a1fad5a,3
e1224167b1a3f92781c2ff55b0b794be,3
e0c99ffdcd8891130985ac90cd2d8eec,3
e0836a97eaae86ac4adc26fbb334a527,3
e016365b624d1755f3e2d0e8f1631ebb,3
df946ef265626b1e0a425292815ddead,3
dc48b0a1b0e6abb6586f322c189f6b93,3
db07fd2ad9869f8356b1fbeefdac31e8,3
db03954a9a1cc5e71f6e0f73e81a628c,3
da2b78576894a7f95d45bfd20250cc54,3
d7624d219b6ffad980e91412174db310,3
d75acd4c5b7b4dfd32b9d9172b195419,3
d6df1c8cb71c59d9b52d828dc6d0f5b3,3
d64023c35e5c1452ce568e993ac12c86,3
d4a5e9f19897de65433c9d97bf4b9f8e,3
d44ccec15f5f86d14d6a2cfa67da1975,3
d3882d7abd0c66064d740d7ed04dd1ef,3
d387ea85dc301a91740e31360d355686,3
d26c616e241736e0c1c1ab14150239e7,3
d132b863416f85f2abb1a988ca05dd12,3
d02cbb85434c84acabb8e81bbf064d3e,3
cfa69922f9968e0e6271647abda09b09,3
cef29e793e232d30250331804cdb7000,3
cecc19ff12c206e6368dd1e9c22a848d,3
cd11a0920c498edb1da9ecd2d31aa599,3
cc14ea7099959d91a17c9d7c3a46721d,3
cbd08b04b3f301152b7570da5e9c8cc4,3
ca994abc57b0bd7981d91d0061b3d8d6,3
c9b3b24308b1a4587ffa3e60fafc2b1f,3
c7c19110042036e6266adc998cbf1289,3
c76762dfb642ac154475239639f7f8f4,3
c6df3869c263531ebd51f0454a353605,3
c4fe9fc8b5e1b4f9992db983d0429854,3
c2919fbdb45366551c1e80d5cb35cd3f,3
c27a30338b5d9d59399825f77e7dcc61,3
c25d2fb6d22e04ce43c3652e3cacadad,3
c0118e2c0a037c31aeca71d0b81f66a1,3
bf6656ef50e6fd00e7517b01d615b4f3,3
bd86b1862fe796149a4d2af57bd85451,3
bc3e7032668d3f411c227eec09221362,3
bb58670190dba4e9b320f84cb98317a3,3
ba87a137c5191264841e0be40e53f4ed,3
ba84da8c159659f116329563a0a981dd,3
ba77e9b6506636dcbd03e463d4786f24,3
b9badb100ff8ecc16a403111209e3a06,3
b7b162291adff744d6f3c6450557ffee,3
b64ebaf3d11b7209fe566364cc359a51,3
b59e4bb4efe81ba0f7d30cff6734f9a2,3
b495d807ccbd38ea1be486a826c88008,3
b3a6549b3cd47a7117094faafce8b10d,3
b2e9a05d23ea17713b5d7799f2004f8e,3
af5454198a97379394cacf676e1e96cb,3
ae74c314b9c383e5d7bcd99d54ffbc71,3
ae20947231d4d44dde1680a7ab14d90a,3
acaf5177d6de60fda7ce77c48abb5230,3
ac987d464574ee0f743f9b630f937a27,3
abfe742e782fb10f5c824fcb849e5cd1,3
ab744045d2445f5bae53b57a4b99bfbf,3
ab243cd9e788d689cc822380f59616e1,3
a9e070f61d35aa13e420c8597b5ccb3d,3
a72a2d4e19868dba726c0e6f49198c7e,3
a66315c850c3712707754c1eca7a8069,3
a40096fc0a3862e9e12bc55b5f8e6ab2,3
a3dc27d87234f862d7e61a0148c77fa9,3
a3021c629bd1d99347a8e75a9ab035d8,3
a029899dd8534557a81c369475ff80c8,3
9d31457a03125fc870787a251760315a,3
9c08d6f85c7fcec4b08ead25590c0af7,3
9aae8213ff9bc04cc3ce48b85f43a173,3
9947c0ed8bf41cd508a78da36abc1d41,3
98e3117841a2431959d17808f04bf23c,3
9832ae2f7d3e5fa4c7a1a06e9551bc61,3
97bc08e526795b17e1d4f642f77ae304,3
96f9204de777192f8feb7776d3cd09b4,3
9689908caf4de73724feed92175d867a,3
94a19681bf6faa3c6ce3e2df1c2d97cb,3
935b9c5a3162185f88dac06d8d08d623,3
93360190b9375a40b65720ee99387a4a,3
91d0504cf52d3f76b154c42d78979f39,3
90f323e9f0948ddd96c6f6a8ecc75830,3
9077449283dc1319d5e51fb3159b28e2,3
8ffa5e9fcc3da23113128e94d1c75706,3
8f6ce2295bdbec03cd50e34b4bd7ba0a,3
8f2fa110f45a5b5592f1593842b7e87d,3
8dafb82f687e3b0dc9e97b4198b92128,3
8cd6f80d3c3994e2060d46ec07ff0b0a,3
8c21dd8c37144807c601f99f2a209dfb,3
8961b4ca2c5aceb7a78ea72c6e0c840a,3
894382535eef1ce243ec19088626be0e,3
86df00dc5fd68f4dd5d5945ca19f3ed6,3
8689b3e15d4b16cfd05ecf597a523453,3
821e75291b1ad362e614c0ea79fc95a6,3
803c530613f5c4ee03502be0d6894de0,3
7f50c43baa66aae590aa1a067427cce5,3
7e1681f9bb31800364869a2cdbe289db,3
7d3d94b4740895a17760e976797f9f0e,3
7a311d62282fa63be12b02aef2fd21d1,3
78b5cbc4b9ad61445b6609593addca37,3
7849336c1b7785f258ffef06aedbd216,3
7779fdf670bfe673e064b9aa5447674e,3
76a0491dd70c125840fa259f00dfc351,3
7589544c08cc5de364cad85ee73f4b63,3
7588c20c457369de8caad958afc1cc06,3
732d307839b02bc2d3a4c26b515ea2b9,3
728e4a7d0db4845270091ded0923c71f,3
6f64406ed5cfa4a2d9bd35e91bfd6587,3
6eefa309faab7725bf4b9dce147e4ae6,3
6bb535b0906b43e0041916897667aeed,3
6a9e15d6fa8ce1cabf193c21aa577f64,3
6a80a86f478a93a5f4c7ba8db6441a6b,3
6a6a7141119ceaeca4dfbae7a580a515,3
69f2934ad8b50cc05587a94cc7d68fc9,3
67466b5877fad6f2279c1fb634c9aa5c,3
66e56177b9bf464a930e57edc3694403,3
66980c3775537536f77b434d74e520f5,3
6668e1ae499e2e9be475b7f708580232,3
64df076fb557552498049bb07ed1cd5f,3
6419a1be8feac26ec793667b71cbaeb4,3
6222ef69df52b4ed71be551725551cc0,3
6204c4e582a95b6a350adf6988623bfb,3
615922c430abddd368735199c38e735d,3
5f45aa4ef9b8fb99b95d33a970bb64a7,3
5bdb6f56a8fb4272b802f504bb6d1287,3
5b3186d7cf904f2f9369aec26faba4d2,3
5b09c620db60411b0be6f1817c6cbe71,3
593cb774409e5239a1946d1c88e0813d,3
565448508b44312e8489ca1bc1f5d09e,3
549a24530925587e2faddb35f667e458,3
51d91326ffc0688da14a001de38c264b,3
51838d41add414a0b1b989b7d251d9ee,3
50cd97d731f3f5e3f321673c2671a23d,3
4f4d2fe2987efa0b9e4e61a466e8ed8b,3
4e2d666f4bbc94a8ded712172a433d65,3
4e1cce07cd5937c69dacac3c8b13d965,3
4dcabe94c61f202327839a734955b0cf,3
4bbaf6f7a10a7e26a8777aa5cb6d5864,3
46958f708ade6b6a88b2e5aca1e66de5,3
46450c74a0d8c5ca9395da1daac6c120,3
455c17b35969ca198c17f2fc9e8eba1b,3
42befda568ea0df110b6cec63c233bea,3
3ea4185126195c34ed9949d8e406d570,3
3e5306add1209e5ba184092dd1587282,3
3de0c9303f39b7ccfe69ca11aee19cc6,3
3db6e5afa8e8178a29afc729855315e2,3
3bab949ef05da8e9b3cfd541b6af0ffd,3
39104edef5e46d7b8c61848cc95e6d97,3
34b0cd95480e55c2a701293a2b9671b3,3
33176de67c05eeed870fd49f234387a0,3
32ea3bdedab835c3aa6cb68ce66565ef,3
320e13a9e22b4e4cda8c17ed1c140ce0,3
31d332d20895c5c0baefe55207a0fead,3
310647380793836bfa5b7b6b3f518423,3
30b782a79466007756f170cb5bd6bbd8,3
30a81e307f19e822e7199139fe52b1b0,3
2e43e031f10de28e557c35ef668f9396,3
2b161eaf4956b131691842e87b3c39c7,3
297ec5afd18366f5ba27520cc4954151,3
26a6e3e036636ef1d5636f98b66094cc,3
25f3cf83109f636d52d288fa4e797111,3
23339103d82a054f9729b0554ce22e8c,3
230a1e9f42924d41f37fd22a1d4a9707,3
2004ba7732339d9be65f2236d8887ae4,3
1fbd81e4d0a0cf9125ca038b43533b7f,3
1da09dd64e235e7c2f29a4faff33535c,3
1c628081cb579ed6035b9aa8614e69f4,3
1b6e96ed99cb8d135efe220d761bbd67,3
18e3d276253780b44b5b7bf83f6785ec,3
18a65d67bb184e736656cc017f09f7b8,3
182053495bc94c2f41090ce8c41be266,3
1373e04979cfa0fb2092909abbd57f25,3
0e4cb268bd62da7db135af6349b4fc2a,3
0cc2ee1112a11a1094eff52fa2e87150,3
0b18593e033697810a62a987e77f4b8c,3
0a61b571f594b6919601bcf3380da7f7,3
0a609db8d244100909a15d65eadf8539,3
08c07c761592a71b85136aa4fe76a6f4,3
07b1b60bca2b6326fa2adb259ea4a55f,3
06a52782a04f0086d16b9c22d0e29438,3
043aee247e71edff7045664609f4d806,3
041caba6a63ace5818387698ea85cdb2,3
02e9109b7e0a985108b43e573b6afb23,3
